"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SG25","SG60","SG90","SG128","SG89","SG40","SG43","SG44","SG77","SG19","SG57","SG20","SG62","SG41","SG21","SG129","SG61","SG45","SG58","SG26","SG22","SG140","SG63","SG100","SG17","SG138","SG59","SG42","SG139","SG99","SG130","SG24","SG18","SG127","SG23","SG39","up","down"
"54","PGEN_.00g085790",14.8725536174055,3.77701572873363,0.921413216497463,4.09915514679839,4.14661013256149e-05,0.00871956194644044,20,24,19,10,38,12,4,9,18,20,25,48,6,6,11,31,11,8,21,17,14,4,6,3,12,27,6,5,12,34,2,4,26,12,2,7,TRUE,FALSE
"55","PGEN_.00g231670",14.0823496865182,2.20045921633294,0.619139046413315,3.55406306399224,0.000379328242262139,0.0380893468958248,14,13,6,29,13,17,13,14,8,15,16,15,4,14,6,22,8,10,11,6,5,11,17,37,21,20,7,17,15,13,18,13,12,42,13,13,TRUE,FALSE
"56","PGEN_.00g203030",36.4569891668614,-5.22520270212202,1.47493770400442,-3.54265992925378,0.000396113153856972,0.0380893468958248,7,22,551,13,25,13,16,42,12,15,8,18,224,25,17,6,13,29,14,10,19,5,9,22,15,9,36,53,16,23,8,14,17,9,18,6,FALSE,TRUE
"57","PGEN_.00g188250",460.936183581355,2.90779263371479,0.712040040255942,4.08374876315885,4.43149415749771e-05,0.00887595854179786,629,677,549,418,734,584,185,427,764,748,995,903,151,433,253,690,261,295,647,455,375,76,301,320,344,580,283,191,418,1071,152,225,844,384,57,390,TRUE,FALSE
"58","PGEN_.00g348040",14.6669701836829,4.09222867047127,1.10779031889222,3.69404624745542,0.000220713633016041,0.0274621265807232,11,31,11,12,41,27,7,11,22,20,38,19,2,4,16,37,4,8,25,13,21,0,4,4,3,17,10,0,17,16,3,5,17,9,2,16,TRUE,FALSE
"59","PGEN_.00g323180",15.8121625248978,-2.19250957648259,0.49081355875171,-4.4670925189166,7.92898447409122e-06,0.00301218050298679,19,13,18,11,8,4,31,29,25,8,4,13,20,17,8,7,26,12,10,22,8,20,24,16,39,15,14,20,20,16,12,35,14,15,18,11,FALSE,TRUE
"60","PGEN_.00g204840",20.5485562689525,-6.34680786509492,1.25450165248878,-5.05922638882431,4.20960840453375e-07,0.00028807753515026,21,37,16,6,9,4,7,59,16,4,13,5,113,7,4,2,21,97,14,13,6,2,18,17,17,2,35,28,12,11,61,25,3,6,3,8,FALSE,TRUE
"61","PGEN_.00g348570",56.5070923531794,2.66967016003166,0.779865035845208,3.42324637895621,0.000618779645449814,0.0490958723220459,109,124,61,47,68,61,30,42,93,82,92,83,9,45,28,97,47,43,99,59,42,12,31,42,29,70,27,18,57,153,18,17,110,43,8,61,TRUE,FALSE
"62","PGEN_.00g029620",13.0949302822896,3.65710976199962,0.950978786700667,3.84562706670632,0.000120244531150307,0.018286075737154,8,23,25,12,26,24,2,14,11,28,42,18,5,5,10,18,5,8,23,10,20,4,4,10,0,17,7,4,13,24,6,2,18,11,2,7,TRUE,FALSE
"63","PGEN_.00g319180",75.1186858892392,-6.49287896168895,1.48926153518065,-4.3597976636799,1.30182759994236e-05,0.00395948453730616,20,214,816,21,62,31,35,365,41,7,20,38,161,60,17,40,23,341,19,14,49,5,28,8,37,0,55,98,26,8,73,60,13,7,14,16,FALSE,TRUE
"64","PGEN_.00g155150",12.3947094235625,4.0049310142306,0.977997442962163,4.09503219364301,4.22109728901587e-05,0.00871956194644044,21,14,6,4,16,28,7,10,9,17,19,31,2,8,18,26,6,8,19,8,10,5,5,3,3,16,8,3,14,23,3,3,30,6,3,15,TRUE,FALSE
"65","PGEN_.00g130110",31.538577123342,4.63018974481767,0.822821970341854,5.6272072352346,1.83150643165361e-08,1.88004135209243e-05,27,16,10,12,15,64,22,10,20,58,84,102,11,28,33,46,20,29,69,13,20,15,13,23,21,41,17,17,31,52,13,10,85,21,6,43,TRUE,FALSE
"66","PGEN_.00g149990",838.05275502924,-14.2898086188163,2.03071794952573,-7.03682587833215,1.96668362028097e-12,1.61504058897473e-08,105,2936,12969,7,198,32,331,2269,49,67,75,33,7942,44,34,3,107,652,56,77,71,7,52,50,59,4,318,2423,20,7,359,110,99,3,122,49,FALSE,TRUE
"67","PGEN_.00g191620",57.039663170402,-7.55269406888311,1.93432510063129,-3.90456292296378,9.43958303915791e-05,0.0151995795916794,37,49,552,9,120,6,50,114,13,15,7,9,540,8,30,2,28,11,17,22,31,9,12,5,10,3,32,283,0,2,7,18,12,2,7,10,FALSE,TRUE
"68","PGEN_.00g039120",11.6030868290102,4.44130860847589,1.01540866284648,4.37391246596775,1.22039329840149e-05,0.00385456529479733,12,22,15,4,34,25,2,8,16,18,26,29,5,6,11,25,6,11,15,13,7,0,4,6,3,7,2,3,7,27,2,3,23,14,0,9,TRUE,FALSE
"69","PGEN_.00g133710",28.6743002060984,3.57834881526996,1.03937419265492,3.44279167267913,0.00057574264127641,0.0487422533006379,36,63,25,26,67,47,17,23,47,40,95,61,3,8,23,35,18,15,29,22,20,0,9,7,22,29,17,8,30,65,3,11,73,3,4,32,TRUE,FALSE
"70","PGEN_.00g328520",415.665123756807,-1.73950909458531,0.422982478550873,-4.11248499121008,3.91422925144167e-05,0.00868747313860514,227,370,431,329,374,296,408,662,577,275,228,334,636,319,122,250,989,405,262,392,208,491,714,410,678,394,96,465,808,587,642,1185,567,362,570,210,FALSE,TRUE
"71","PGEN_.00g299010",23.9893501390211,3.53556621394542,0.999916926352673,3.53585995072797,0.000406450106665674,0.0380893468958248,11,33,15,18,9,34,6,13,42,39,64,59,3,15,10,42,14,17,51,33,11,11,16,9,7,42,12,7,34,65,8,4,66,38,3,19,TRUE,FALSE
"72","PGEN_.00g119470",18.0660369496102,3.72347030234535,0.846387566596523,4.39924976369644,1.08625751463621e-05,0.00374099524243751,20,32,27,7,36,25,7,21,46,7,37,55,4,15,11,22,12,14,29,12,21,7,8,13,9,21,3,6,7,44,9,2,30,19,2,16,TRUE,FALSE
"73","PGEN_.00g164270",28.3411224487518,4.15321797449176,1.05027571050259,3.95440733605495,7.6724599916031e-05,0.013126300302301,21,23,26,19,27,99,9,9,25,23,135,42,2,33,11,85,22,16,58,48,13,9,13,19,13,26,21,15,12,72,5,8,57,12,2,9,TRUE,FALSE
"74","PGEN_.00g050070",31.9310661492955,-1.75581896966133,0.455309672592708,-3.85631818376056,0.000115107640702884,0.0178351687821148,14,39,46,26,25,33,45,60,35,40,35,28,32,39,5,18,48,42,19,47,18,44,41,19,40,12,6,44,36,35,45,96,29,39,53,21,FALSE,TRUE
"75","PGEN_.00g094980",21.956656036985,2.59192207308762,0.732365845908244,3.53910833986701,0.00040148104425076,0.0380893468958248,38,48,40,32,20,14,8,18,19,34,42,30,13,34,6,33,11,6,26,20,19,4,15,16,26,30,14,14,21,51,9,11,42,15,2,26,TRUE,FALSE
"76","PGEN_.00g162900",262.367844666501,-10.9279678208282,1.75239351634157,-6.23602388328978,4.48832605094874e-10,7.37162670607822e-07,111,1704,233,18,186,17,66,2226,96,20,37,35,327,54,83,6,41,2153,31,38,85,22,20,16,26,10,185,56,108,5,981,97,21,4,317,24,FALSE,TRUE
"77","PGEN_.00g275400",31.2812501456779,-1.96427825536063,0.575732457028302,-3.41179002743643,0.00064537805139164,0.0490958723220459,27,42,59,25,55,31,31,58,49,17,16,18,42,29,12,23,61,17,24,27,16,36,67,23,44,19,5,33,37,11,43,86,25,26,53,25,FALSE,TRUE
"78","PGEN_.00g028100",348.025216492812,1.41235132050486,0.36780855396606,3.83990884734885,0.000123080000141433,0.0183769629302082,233,336,225,328,230,353,419,377,275,423,431,461,270,835,406,362,286,303,488,354,205,200,444,695,413,240,197,331,502,470,297,258,423,295,240,255,TRUE,FALSE
"79","PGEN_.00g340260",22.2045831536608,-5.81927913584071,1.53527670150185,-3.79037806679938,0.000150418159587066,0.0196068877226823,4,36,183,3,35,15,12,70,10,2,7,11,101,6,8,2,9,38,7,7,39,4,7,11,4,2,14,84,5,4,34,15,4,2,8,4,FALSE,TRUE
"80","PGEN_.00g279590",190.920973687557,3.47367487619959,0.872690322903284,3.98042098672906,6.87933284202752e-05,0.0122811046301587,133,375,372,112,1058,330,111,143,305,253,287,251,120,111,121,129,61,104,328,194,194,19,76,73,165,287,63,24,63,367,53,187,257,157,31,90,TRUE,FALSE
"81","PGEN_.00g030460",186.292708592358,-1.04573214579291,0.260110019200941,-4.02034550228171,5.81128504378884e-05,0.0108459710862714,183,198,238,182,237,192,273,297,210,172,147,153,179,190,87,121,299,168,134,185,98,191,292,189,286,121,63,240,335,220,171,385,142,217,282,124,FALSE,TRUE
"82","PGEN_.00g180630",19.5699645208093,1.86290635261057,0.489750123888887,3.8037894463774,0.000142499313308353,0.0196068877226823,16,22,32,15,34,22,12,17,17,33,40,21,4,30,11,19,21,11,19,20,12,12,31,27,28,35,8,18,17,27,11,25,15,23,12,21,TRUE,FALSE
"83","PGEN_.00g012750",9.7738183416196,4.77163426006903,1.17127980853875,4.07386367056215,4.62395553973813e-05,0.00904093402198322,11,12,9,16,32,18,4,8,15,17,24,22,1,6,11,12,2,2,21,17,9,1,0,5,0,6,6,0,4,20,3,2,14,16,0,2,TRUE,FALSE
"84","PGEN_.00g261000",8.62051990182165,2.66353901849526,0.681450772807988,3.90863012381638,9.28209480440914e-05,0.0151995795916794,4,6,3,8,6,20,5,9,4,11,23,11,6,14,5,11,6,6,10,7,2,16,6,12,12,20,0,11,7,14,9,8,9,8,7,9,TRUE,FALSE
"85","PGEN_.00g039930",245.676923545151,-1.77669291494581,0.467398969652968,-3.80123412823301,0.000143977175200981,0.0196068877226823,361,224,324,261,236,216,450,466,205,185,276,237,275,215,55,148,314,363,177,201,74,448,209,148,194,235,67,292,220,276,407,355,318,267,531,143,FALSE,TRUE
"86","PGEN_.00g311950",240.543722631199,2.70758908036351,0.780653119601815,3.46836387683246,0.000523637734706881,0.0470150882217187,218,490,214,203,479,302,134,294,472,377,425,413,64,252,110,315,251,178,428,247,275,57,136,99,142,222,121,78,245,484,63,76,512,228,25,161,TRUE,FALSE
"87","PGEN_.00g066340",28.456539465633,3.95842124394553,0.927084755200443,4.26975119776367,1.95691140517708e-05,0.00554143326183249,6,8,6,29,41,73,9,17,24,53,49,58,10,67,8,16,33,7,51,63,6,13,18,24,6,53,20,6,14,92,11,42,12,76,11,40,TRUE,FALSE
"88","PGEN_.00g057310",39.2508855832775,4.81259233338269,0.954597945567496,5.04148616255576,4.61930263433261e-07,0.000291797794101072,26,40,50,12,97,63,13,23,93,39,55,88,9,22,57,63,20,15,70,25,59,3,16,14,14,63,16,6,28,85,8,5,60,36,9,47,TRUE,FALSE
"89","PGEN_.00g215190",89.8910617598958,-1.30529821152068,0.328364677566374,-3.97514806158415,7.03354845207444e-05,0.0122892552954118,73,86,121,83,135,84,145,149,104,69,73,90,111,102,19,65,139,104,65,94,55,132,96,95,99,66,26,124,145,114,90,212,75,78,122,50,FALSE,TRUE
"90","PGEN_.00g255020",28.3096908886439,1.91395027092748,0.560903650780999,3.41226210288078,0.000644261341657783,0.0490958723220459,41,37,25,30,48,33,17,33,40,42,42,39,10,19,21,36,29,22,38,30,34,12,25,21,18,39,14,10,29,47,22,17,28,30,16,26,TRUE,FALSE
"91","PGEN_.00g340250",430.616267178893,-9.52326384430507,1.57937123328424,-6.02978175340184,1.64181245696947e-09,2.24709398277222e-06,196,561,1457,85,349,124,125,801,152,20,47,61,3658,144,153,84,155,1152,56,94,112,26,151,28,72,12,1172,1655,82,26,946,159,44,10,152,66,FALSE,TRUE
"92","PGEN_.00g313880",13.7940708895721,3.54334431625954,1.03708095832311,3.41665160065119,0.000633963549647215,0.0490958723220459,15,25,19,4,21,18,2,7,34,9,31,26,3,13,7,23,3,13,42,7,12,2,1,17,9,17,5,5,24,25,5,7,36,7,0,9,TRUE,FALSE
"93","PGEN_.00g092260",59.2021736538703,-11.6204638480369,2.02145541674885,-5.74856301640643,9.00051009533783e-09,1.05588841289878e-05,20,85,941,5,22,6,10,118,6,1,0,9,443,8,7,5,21,50,2,6,22,4,11,3,10,0,15,313,7,7,63,23,6,0,12,7,FALSE,TRUE
"94","PGEN_.00g062570",9.06740145551961,3.1174193026263,0.912070300054347,3.41795945163497,0.000630925057228184,0.0490958723220459,11,9,12,9,57,9,9,14,11,6,16,17,2,4,9,9,1,7,11,5,9,4,5,4,3,17,4,5,6,11,2,6,9,6,4,3,TRUE,FALSE
"95","PGEN_.00g052550",11.5271673323121,3.11993432023639,0.901177009554919,3.46206603936478,0.000536045606338459,0.0470150882217187,25,28,16,8,18,14,4,12,8,11,32,20,7,11,12,15,4,8,16,7,22,3,2,9,7,4,5,6,11,22,2,3,23,5,2,5,TRUE,FALSE
"96","PGEN_.00g122110",124.784410544465,2.32867822989474,0.560347553977268,4.15577477471992,3.24187064670043e-05,0.00806734598506181,162,218,191,147,214,146,137,127,166,301,249,156,41,118,59,154,78,68,225,115,117,49,78,87,88,150,70,82,95,137,63,74,148,100,17,127,TRUE,FALSE
"97","PGEN_.00g049160",429.490247578578,-0.854051931958809,0.206897733701241,-4.12789408893214,3.6610065525784e-05,0.00868747313860514,453,494,787,364,527,457,596,610,398,379,468,381,420,509,153,269,528,415,390,513,223,452,545,456,578,320,239,610,515,453,390,835,430,484,493,288,FALSE,TRUE
"98","PGEN_.00g003940",27.5979384581609,3.44394396217445,1.00686026451926,3.42047857437181,0.000625110595914019,0.0490958723220459,23,59,25,7,26,35,14,10,25,21,67,47,18,25,56,24,18,4,45,13,56,3,16,3,12,32,18,7,26,36,10,13,34,17,19,46,TRUE,FALSE
"99","PGEN_.00g291230",94.9656081096058,-8.27298361914212,1.59724747216436,-5.17952525411216,2.22451297569434e-07,0.0001660700050582,46,92,510,69,63,13,57,463,19,4,45,175,450,13,17,14,23,291,12,52,19,6,9,14,19,17,40,446,136,2,277,127,15,0,25,15,FALSE,TRUE
"100","PGEN_.00g124090",100.518566596661,-3.10895128897335,0.903840021450477,-3.4397141254977,0.000582328932209047,0.0487967876663336,46,58,131,59,77,71,147,91,103,51,49,77,46,93,18,75,33,60,60,94,50,599,141,49,54,52,16,283,124,82,83,808,98,122,60,30,FALSE,TRUE
"101","PGEN_.00g344880",10.4793832953269,2.68019491004346,0.772566069442226,3.46921126367677,0.000521988811147165,0.0470150882217187,11,5,6,14,34,22,7,10,35,20,15,23,4,11,9,14,7,5,15,9,4,12,7,8,10,9,0,8,10,19,2,6,11,5,3,4,TRUE,FALSE
"102","PGEN_.00g167300",11.8616297318102,5.05023068125851,1.04921754210533,4.81333039011612,1.48435584995348e-06,0.000761845639988624,12,21,5,13,5,10,11,3,6,21,37,36,3,15,9,26,2,5,22,0,5,1,4,7,13,13,5,8,22,17,6,2,54,7,4,4,TRUE,FALSE
"103","PGEN_.00g289810",20.8484230806917,-3.05013577642981,0.89403249772688,-3.41166096778912,0.000645683659374203,0.0490958723220459,6,32,49,19,16,10,22,33,16,4,9,22,74,8,2,18,50,25,16,5,9,26,55,21,15,7,1,14,52,15,21,19,20,21,57,15,FALSE,TRUE
"104","PGEN_.00g158570",33.4133913446567,4.14758867979486,0.891250319431224,4.65367427014417,3.26071768249951e-06,0.00157511844756976,18,47,30,25,191,50,13,21,28,19,41,55,19,21,22,52,7,18,45,19,51,8,15,21,18,36,21,11,39,62,10,14,86,19,9,23,TRUE,FALSE
"105","PGEN_.00g189040",66.5687294344712,2.690223483473,0.556271222663416,4.83617230924199,1.32363193472032e-06,0.000724644363194887,22,101,50,63,100,53,50,91,75,105,100,74,22,104,59,63,28,85,117,46,65,40,51,96,75,81,14,55,62,67,24,43,108,61,57,112,TRUE,FALSE
"106","PGEN_.00g295510",29.2181301312693,-4.1393949426179,0.747200080099987,-5.53987486466006,3.02687855991814e-08,2.48567267340477e-05,11,31,48,4,24,13,31,68,40,13,17,18,43,29,8,26,95,29,12,30,8,100,52,12,38,21,6,32,65,11,58,48,2,18,57,17,FALSE,TRUE
"107","PGEN_.00g114360",21.161239026465,3.38109128691358,0.9533897049895,3.54638955006423,0.000390548418756923,0.0380893468958248,28,63,7,38,5,40,10,9,12,31,59,28,3,21,10,28,34,21,49,11,9,5,14,20,21,33,8,12,12,51,1,13,39,13,3,21,TRUE,FALSE
"108","PGEN_.00g182870",360.79892662168,-7.23705586286253,1.69880601793675,-4.26008372141992,2.04350344383461e-05,0.00555617216058156,115,358,6253,128,303,55,144,258,57,43,31,79,2283,110,194,24,182,143,47,103,125,36,120,166,118,25,289,1210,80,72,46,84,98,30,51,103,FALSE,TRUE
